,Unnamed: 0,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
1348,928,955,20080407,B000XVSNTQ,5,"April 7, 2008",A3C6CZC2JP67VK,This razor does it nice and close,"This is a great razor I have ever used and is well worth the price. The handle design is just right, the pivoting head is designed to glide over your skin. It\'s so light, it\'s hard to get nicks and cuts with this. The 5 blades that literally glides over your skin. I had been using three. The handle is made of a gel material that allows it to stay in your hand even when wet. I reviewed another brand a few years ago and one thing the company forgot about is what happens when the plastic gets wet... you can\'t hold on to it. Not so with this razor. No problem at all in that department. It also comes with a \'shower pod\' that has suction come attachments to keep everything where you need it... in the shower. This is the razor that I have been waiting for. It will be super easy to pack it and take it with me for my next vacation! You are going to love it.    "
5150,1977,2023,20111005,B002HWS9GG,4,"October 5, 2011",A2ORW122FFUUFQ,Oral-B 5000,"The best electric toothbrush I\'ve tried. Recommended by my oral hygenist, it really cleans my teeth - makes them feel velvety smooth... just like when my hygenist finishes cleaning my teeth. I can\'t get that with any other electric or non-electric toothbrush. The better a product is, the harder I evaluate it and the more nit-picky I become, so here go the suggested improvements: First, the recommended cleaning time is 2 minutes which I believe is way too short. I double that by brushing the lower and upper jaw, each using the times for my entire mouth. Last, the controls are too easy to accidentally hit. This causes the toothbrush to go into another cleaning mode when you didn\'t want it to. I don\'t know how you can fix this except to be careful when holding the toothbrush and not accidentally hit one of the two buttons on the handle. I imagine if they located the controls elsewhere, or made them more difficult to press, I would be complaining about the ergonomics! Maybe a lockout on the end of the brush would help? Excellent toothbrush, charge lasts a long time, slim, light, fairly quiet, brush heads (choice of 4 different heads; comes with two: deep clean and polish) designed to clean deep and in between the teeth. Highly recommend!"
996,576,597,20071011,B000BUUVTY,5,"October 11, 2007",A1VJ89TDESOJQH,"Gillete Fusions Power Replacement Cartridges, 8-Count Pack",The item was received in a timely manner and we are delighted with the product. No doubt we will reorder when the time arrises. Thank you for offereing this \'great deal\' on a product used daily in our home.    
1636,1216,1248,20111007,B0013OOOPE,4,"October 7, 2011",A24U05FKTVCWVU,Very Good,"Great product good for the teeth, solid construction and fit and finish are very good, I recommend and would buy again.    "
213,213,213,20100112,B0029NYQB0,2,"January 12, 2010",A2RPD2V1JMWBCK,Really thin and tiny,"I am an adult, and I love this brand, but these were really small and thin."
1080,660,681,20090113,B000BUUVTY,1,"January 13, 2009",AV66ZSKIEHF1K,Dull Blades,"I ordered these replacement cartridges and the blades were dull.  The first shave was like a blade that I should have discarded.  I tried another one, same thing.  The price was right, but the shave would have been better with a dull steak knife.......    "
5019,1846,1891,20120128,B002HWS9FW,1,"January 28, 2012",A1YZAM55ABLOJC,Terrible; died after just three months,"I loved this toothbrush at first, because the head is perfect for brushing.  But I discovered, like another reviewer, that the batteries very frequently needed changing. And, this toothbrush requires 2 batteries rather than just 1.  Then, after only three months, the toothbrush began to stop and start while I was using it.  Finally, it completely died.  Very disappointing.  I\'m glad another reviewer gave me the idea of getting an Oral B rechargeable toothbrush.  I might try that."
1610,1190,1221,20110625,B0013MTHWQ,4,"June 25, 2011",A2K4SLANHLGYGR,Gets the job done well,There really aren\'t that many choices out there for ladies razors but Venus Embrace gets the job done well and painlessly. The subscribe and save option makes life much easier and cheaper.    
3179,6,6,20110606,B00006ANDJ,5,"June 6, 2011",A1IAALNPI1TCM7,very good,These are the best.  I have a Braun toothbrush (professional care/2 speeds) and these are the ideal fit for that toothbrush.
6225,3052,3138,20120212,B0043VYSI2,5,"February 12, 2012",A10KZHHT34FX1I,LOVE IT LOVE IT LOVE IT!!!!!!,"This toothbrush is by far way better than any sonicare that I have used before! The timers is a plus which guides you and even tells you if your pressing too hard. I first bought this a while back ago but didn\'t want to write a review until I fully tested it out for a several months. I bought mine from Oral Care Deals so this review is from their product, and I was very pleased by them. One thing that I absolutely LOVED about this toothbrush was its ability to change the brush tip, which also comes with colored rings that you can identify which person it belongs too. I initially was looking for an electric toothbrush for me and my husband but when i came across this one i found out that we can both use it and all we have to do is to change the brush tip. It comes with a brush tip holder that you can place 4 tips one, so basically 4 people can use this one brush, now thats awesome by itself! We found that the battery is long lasting so you don\'t need to charge it after a few brushes. the grip is comfortable and its easy on the wrist! every time I brush I get the same feeling as i do when i go to my dentist for my six month cleaning. My dentist even said this is the best one on the market right now. Overall I have recommended this toothbrush to all of my friends and family which they all seem to be pleased with it as well. bottom line don\'t hesitate to buy this model (dental professional exclusive 5000 series) because it an investment that will pay off."
6770,111,111,20120112,B00284B56Y,5,"January 12, 2012",A2HZQEOI9PJV95,hard to find,I am so glad I can buy these here.  They are very hard to find in any store.  They dont sell them at Walmart.
2218,1798,1868,20110126,B003983HRI,5,"January 26, 2011",A11OTLEDSW8ZXD,Smooth shave for legs,"I am a woman and bought this razor when Amazon offered a $5 coupon for this, making this a irresistable purchase.  I am very happy as my legs feel smooth and last a few days this way.The razor is easy to keep clean, too.  I can\'t think of a better way to shave.Also, my husband has the older Fusion and the blades are interchangable; the older blades being a tad cheaper as well.  (They come in an orange package, not the blue package as the newer blades come.)Keep the blades in a dry place and they will last longer.I also bought the blades via Amazon\'s subscribe and save, 12 count and now my husband and I are never far away from a close shave.  We are both happy.Check the hidden coupons for any personal hygiene deals.  Sometimes Amazon offers a steal.    "
4294,1121,1147,20071101,B000AUIFCA,5,"November 1, 2007",A9AW4YUI4WN1O,Great product,I\'ve been using these brushes since they first came out and believe they do a much better job that do regular brushe.
4307,1134,1161,20070515,B000AUIFCA,4,"May 15, 2007",A2XP0HDLQETD5O,Good,I think its floss action is an add to regular brushing but it definitely doesn\'t replace flossing.
4242,1069,1092,20081221,B000AUIFCA,5,"December 21, 2008",A11FKTWOGUTA0M,"great, thorough cleaning brush.",I prefer this over the standard head because of the floss action addition. The product lasts long and it has a clear indicator of when to choose the new brush head. Great price too!
2417,1997,2069,20100703,B003987CL0,4,"July 3, 2010",A1FSEWYMSXOTYL,"Good, smooth, close shave","Hi folks,After more than a decade of electric razor use I decided to try a razor blade. I started out on the Gillette Mach 3, which went ok, and then saw a demo of the vibrating Fusion Proglide at a store. After trying it for the first time I was very impressed; having just tried the Mach 3, I can state for certain that the vibrating motion in the power Fusion Proglide helps avoid snagging and makes for a much smoother shave experience overall. The blades are pricey, but I doubt I\'ll mind too much given the results. Wow!    "
3441,268,274,20090320,B00006ANDQ,3,"March 20, 2009",AEPNJ93T7P51O,quick response,"I could not find these anywhere in the stores where I got them before.  Waspleased to find them.  I could not believe how fast they came.One had a lose head that could not be fixed,so now I have 3 toothbrushes, rather than one. These things happen.  I am just happy to receive them and the price is reasonable."
